SF,C,SG,PG,PF,F,G,UTIL,Type,Salary,Sig
1630598,1626157,1629130,1630178,1628374,203501,1629611,1642285,GEN_LEVERAGE,49800,1626157|1628374|1629130|1629611|1630178|1630598|1642285|203501
1627759,1626157,1629130,1628971,1628374,1630598,1629611,1629651,GEN_LEVERAGE,49400,1626157|1627759|1628374|1628971|1629130|1629611|1629651|1630598
1631114,1629651,1628960,1641718,1628970,203501,1629130,1629611,GEN_LEVERAGE,48200,1628960|1628970|1629130|1629611|1629651|1631114|1641718|203501
1630573,1642852,1631128,1626164,1628970,1631114,1641710,201587,GEN_LEVERAGE,50000,1626164|1628970|1630573|1631114|1631128|1641710|1642852|201587
1626220,203954,1628971,1626164,1642852,1641731,1629004,1642268,GEN_LEVERAGE,48500,1626164|1626220|1628971|1629004|1641731|1642268|1642852|203954
1628960,1628976,1629611,1629656,1628374,1628991,1642268,1629651,GEN_LEVERAGE,49800,1628374|1628960|1628976|1628991|1629611|1629651|1629656|1642268
1629628,1628976,1629611,1628983,1628970,1642346,1629652,1641710,GEN_LEVERAGE,49500,1628970|1628976|1628983|1629611|1629628|1629652|1641710|1642346
1631114,1626157,1627742,1630200,1631096,1642377,1629004,1642383,GEN_LEVERAGE,49700,1626157|1627742|1629004|1630200|1631096|1631114|1642377|1642383
1631114,1629674,1629004,1627750,1631096,1641706,1629130,1642846,GEN_LEVERAGE,49600,1627750|1629004|1629130|1629674|1631096|1631114|1641706|1642846
1627759,1628976,1627739,1628971,1631094,1641731,1630200,1642354,GEN_LEVERAGE,50000,1627739|1627759|1628971|1628976|1630200|1631094|1641731|1642354
1631114,1626157,1630200,1641710,1626220,203501,1642354,1627826,GEN_LEVERAGE,50000,1626157|1626220|1627826|1630200|1631114|1641710|1642354|203501
1628415,1629674,1642285,1642268,202331,1629008,1642347,1642259,GEN_LEVERAGE,49500,1628415|1629008|1629674|1642259|1642268|1642285|1642347|202331
1629008,1629674,1627742,1629656,1628970,1641731,1629004,1630200,GEN_LEVERAGE,49200,1627742|1628970|1629004|1629008|1629656|1629674|1630200|1641731
1627759,203954,1628379,1627739,1630598,201587,1628983,1629611,GEN_LEVERAGE,49800,1627739|1627759|1628379|1628983|1629611|1630598|201587|203954
1626220,1627826,1630200,1629656,1630567,1642461,1630700,1628976,GEN_LEVERAGE,50000,1626220|1627826|1628976|1629656|1630200|1630567|1630700|1642461
1642846,1628976,1629004,1627739,1630533,202695,1642851,203954,GEN_LEVERAGE,49600,1627739|1628976|1629004|1630533|1642846|1642851|202695|203954
1626220,1626157,1627739,1626164,1642852,1629628,1629652,1628976,GEN_LEVERAGE,50000,1626157|1626164|1626220|1627739|1628976|1629628|1629652|1642852
1629628,203954,1629130,1629673,1642461,1631114,1630200,1642285,GEN_LEVERAGE,49900,1629130|1629628|1629673|1630200|1631114|1642285|1642461|203954
1629628,1642259,1628960,1627739,1628970,1630598,1641718,1641731,GEN_LEVERAGE,49400,1627739|1628960|1628970|1629628|1630598|1641718|1641731|1642259
1626220,1626157,1629656,1627739,1631094,201587,1642285,1628976,GEN_LEVERAGE,50000,1626157|1626220|1627739|1628976|1629656|1631094|1642285|201587
1629008,1628976,1641710,1642266,1630598,1631114,1642849,203954,GEN_LEVERAGE,49500,1628976|1629008|1630598|1631114|1641710|1642266|1642849|203954
1626220,1628976,1628379,1630178,1630533,1631094,1631128,1642268,GEN_LEVERAGE,49000,1626220|1628379|1628976|1630178|1630533|1631094|1631128|1642268
1629008,1628976,1631128,1628379,1626220,1630573,1630178,1631114,GEN_LEVERAGE,49700,1626220|1628379|1628976|1629008|1630178|1630573|1631114|1631128
1626220,1629674,1629130,1628401,1628374,1642846,1629630,1642285,GEN_LEVERAGE,50000,1626220|1628374|1628401|1629130|1629630|1629674|1642285|1642846
1629628,1629674,1629004,1626164,1626220,1630573,1629630,1641710,GEN_LEVERAGE,47900,1626164|1626220|1629004|1629628|1629630|1629674|1630573|1641710
1626220,1628976,1628379,1629656,1630552,1642461,1641718,1642856,GEN_LEVERAGE,49900,1626220|1628379|1628976|1629656|1630552|1641718|1642461|1642856
1629008,1629651,1628960,1642856,1631096,201587,1629638,1631128,GEN_LEVERAGE,49700,1628960|1629008|1629638|1629651|1631096|1631128|1642856|201587
1631114,1628976,1629652,1628973,1626220,1642461,1642285,1629651,GEN_LEVERAGE,49300,1626220|1628973|1628976|1629651|1629652|1631114|1642285|1642461
1630533,1642852,1629130,1628983,1628374,1631094,1642962,201587,GEN_LEVERAGE,49500,1628374|1628983|1629130|1630533|1631094|1642852|1642962|201587
1628415,203954,1629130,1641718,1626220,1629008,1629652,1630598,GEN_LEVERAGE,49700,1626220|1628415|1629008|1629130|1629652|1630598|1641718|203954
1630598,1629651,1629611,1628971,1630552,1630567,1629652,1642852,GEN_LEVERAGE,48400,1628971|1629611|1629651|1629652|1630552|1630567|1630598|1642852
1628960,1629651,1629611,1627739,1628970,203501,1628983,1630200,GEN_LEVERAGE,49900,1627739|1628960|1628970|1628983|1629611|1629651|1630200|203501
1641731,1629651,1628379,1627750,1631094,1642275,1629630,1629652,GEN_LEVERAGE,49900,1627750|1628379|1629630|1629651|1629652|1631094|1641731|1642275
1629628,1626157,1629611,1629673,1642461,1631114,1630530,1628976,GEN_LEVERAGE,50000,1626157|1628976|1629611|1629628|1629673|1630530|1631114|1642461
1626220,203954,1628379,1627739,1631096,1642852,1629673,1630700,GEN_LEVERAGE,49600,1626220|1627739|1628379|1629673|1630700|1631096|1642852|203954
1626220,1628976,1627742,1642285,1631094,1629628,1629652,201587,GEN_LEVERAGE,49100,1626220|1627742|1628976|1629628|1629652|1631094|1642285|201587
1627759,1628976,1629611,1628983,1626220,1628415,1631128,1642849,GEN_LEVERAGE,49800,1626220|1627759|1628415|1628976|1628983|1629611|1631128|1642849
1629008,1629674,1629673,1629656,1630573,1631096,1630200,1641710,GEN_LEVERAGE,50000,1629008|1629656|1629673|1629674|1630200|1630573|1631096|1641710
1629008,1628976,1627742,1627739,1642275,201587,1628983,1629004,GEN_LEVERAGE,49300,1627739|1627742|1628976|1628983|1629004|1629008|1642275|201587
1630573,1629651,1628379,1629630,1628970,1630552,1642268,1642461,GEN_LEVERAGE,50000,1628379|1628970|1629630|1629651|1630552|1630573|1642268|1642461
1629008,1626157,1629004,1629673,1630598,1631114,1642268,1628976,GEN_LEVERAGE,49400,1626157|1628976|1629004|1629008|1629673|1630598|1631114|1642268
1630573,1629651,1629130,1628971,1628374,1631094,1629656,203932,GEN_LEVERAGE,49500,1628374|1628971|1629130|1629651|1629656|1630573|1631094|203932
1626220,1626157,1629652,1628971,1628970,1629008,1631128,1628976,GEN_LEVERAGE,49800,1626157|1626220|1628970|1628971|1628976|1629008|1629652|1631128
1641731,1628976,1627742,1641718,1631094,203937,1629004,1642285,GEN_LEVERAGE,50000,1627742|1628976|1629004|1631094|1641718|1641731|1642285|203937
1628969,1628976,1629004,1629630,1630573,203501,1641718,1642259,GEN_LEVERAGE,48400,1628969|1628976|1629004|1629630|1630573|1641718|1642259|203501
1630573,1629674,1629652,1628379,1628970,1631094,1630217,1630700,GEN_LEVERAGE,48500,1628379|1628970|1629652|1629674|1630217|1630573|1630700|1631094
1642377,1626157,1631128,1629656,1631096,203501,1642285,1628976,GEN_LEVERAGE,49300,1626157|1628976|1629656|1631096|1631128|1642285|1642377|203501
1626220,1628976,1629130,1628973,1628415,1631094,1642285,1642275,GEN_LEVERAGE,49900,1626220|1628415|1628973|1628976|1629130|1631094|1642275|1642285
1626220,1628976,1629656,1626164,1631096,1631114,1629673,1642275,GEN_LEVERAGE,49800,1626164|1626220|1628976|1629656|1629673|1631096|1631114|1642275
1626220,1628991,1629004,1628971,201587,1631114,1629630,203954,GEN_LEVERAGE,49800,1626220|1628971|1628991|1629004|1629630|1631114|201587|203954
1626220,1629674,1642285,1628379,1631094,1631096,1642268,1642851,GEN_LEVERAGE,49500,1626220|1628379|1629674|1631094|1631096|1642268|1642285|1642851
1626162,1629651,1629656,1628973,1628970,1642852,1631128,203501,GEN_LEVERAGE,50000,1626162|1628970|1628973|1629651|1629656|1631128|1642852|203501
1631114,1629674,1629652,1629656,1630567,1642852,1630200,202331,GEN_LEVERAGE,49500,1629652|1629656|1629674|1630200|1630567|1631114|1642852|202331
1628415,1629651,1629611,1628971,1631094,1641731,1628983,201587,GEN_LEVERAGE,49900,1628415|1628971|1628983|1629611|1629651|1631094|1641731|201587
1630573,203954,1627739,1628971,1630567,1630598,1628983,1642346,GEN_LEVERAGE,49300,1627739|1628971|1628983|1630567|1630573|1630598|1642346|203954
1626220,1628976,1627742,1628971,202331,1629628,1630200,1630530,GEN_LEVERAGE,49700,1626220|1627742|1628971|1628976|1629628|1630200|1630530|202331
1629008,1629674,1629004,1630193,1628374,203501,1629611,1641718,GEN_LEVERAGE,49900,1628374|1629004|1629008|1629611|1629674|1630193|1641718|203501
1629008,1628976,1629004,1627739,1628970,1641730,1641710,1629674,GEN_LEVERAGE,49400,1627739|1628970|1628976|1629004|1629008|1629674|1641710|1641730
1626220,1629651,1627739,1628971,1630573,1642852,1628983,1629630,GEN_LEVERAGE,49500,1626220|1627739|1628971|1628983|1629630|1629651|1630573|1642852
1629628,1642259,1627742,1628983,1630598,1631114,1642347,1642849,GEN_LEVERAGE,50000,1627742|1628983|1629628|1630598|1631114|1642259|1642347|1642849
1628960,1629674,1629611,1627739,1630567,1631114,1628983,1642354,GEN_LEVERAGE,50000,1627739|1628960|1628983|1629611|1629674|1630567|1631114|1642354
1626220,202696,1629004,1630178,1630573,1631094,1629652,1642268,GEN_LEVERAGE,49800,1626220|1629004|1629652|1630178|1630573|1631094|1642268|202696
1642461,1627826,1629004,1627739,1628970,1631096,1629630,1642285,GEN_LEVERAGE,49900,1627739|1627826|1628970|1629004|1629630|1631096|1642285|1642461
1628415,1628976,1629611,1627739,1628970,1628960,1629630,202696,GEN_LEVERAGE,50000,1627739|1628415|1628960|1628970|1628976|1629611|1629630|202696
1626220,1629651,1630200,1629656,1630552,1630573,1631128,1631096,GEN_LEVERAGE,50000,1626220|1629651|1629656|1630200|1630552|1630573|1631096|1631128
1627759,1628976,1629611,1629673,1628374,201587,1641718,1642849,GEN_LEVERAGE,49300,1627759|1628374|1628976|1629611|1629673|1641718|1642849|201587
1631114,1629651,1627742,1630200,1641730,202331,1631128,1629674,GEN_LEVERAGE,49600,1627742|1629651|1629674|1630200|1631114|1631128|1641730|202331
1631114,1626157,1629656,1627739,1631094,1641731,1631128,1642849,GEN_LEVERAGE,49600,1626157|1627739|1629656|1631094|1631114|1631128|1641731|1642849
1626220,1642259,1627742,1628983,1630573,1642346,1641718,1642383,GEN_LEVERAGE,50000,1626220|1627742|1628983|1630573|1641718|1642259|1642346|1642383
1626220,1628976,1631128,1627739,1629627,1630567,1629630,1630598,GEN_LEVERAGE,50000,1626220|1627739|1628976|1629627|1629630|1630567|1630598|1631128
1631114,1628976,1629130,1642266,1628970,1631094,1630217,201587,GEN_LEVERAGE,49700,1628970|1628976|1629130|1630217|1631094|1631114|1642266|201587
1642346,1629651,1629652,1641718,1631094,202331,1642285,1629674,GEN_LEVERAGE,49900,1629651|1629652|1629674|1631094|1641718|1642285|1642346|202331
1631114,1629674,1627742,1629656,1628970,203501,1630163,1642354,GEN_LEVERAGE,49800,1627742|1628970|1629656|1629674|1630163|1631114|1642354|203501
1626220,1628976,1630200,1629656,1630598,1631096,1642285,203954,GEN_LEVERAGE,49700,1626220|1628976|1629656|1630200|1630598|1631096|1642285|203954
1642461,1629651,1642266,1629630,1626220,202695,1642268,1642851,GEN_LEVERAGE,49800,1626220|1629630|1629651|1642266|1642268|1642461|1642851|202695
1626162,1628976,1629130,1627750,1631096,1641765,1630163,1642285,GEN_LEVERAGE,50000,1626162|1627750|1628976|1629130|1630163|1631096|1641765|1642285
1641731,203954,1629611,1630163,203932,1642846,1631128,1642285,GEN_LEVERAGE,50000,1629611|1630163|1631128|1641731|1642285|1642846|203932|203954
1626220,1629651,1629130,1629630,1628970,1631114,1629652,202696,GEN_LEVERAGE,49900,1626220|1628970|1629130|1629630|1629651|1629652|1631114|202696
1626220,1626157,1629130,1628971,1628415,1629008,1642849,1631094,GEN_LEVERAGE,49900,1626157|1626220|1628415|1628971|1629008|1629130|1631094|1642849
1628960,1627826,1629611,1629673,1628374,1642846,1631128,1641718,GEN_LEVERAGE,49700,1627826|1628374|1628960|1629611|1629673|1631128|1641718|1642846
1628415,203954,1629611,1630178,1630533,1631096,1629652,1642377,GEN_LEVERAGE,50000,1628415|1629611|1629652|1630178|1630533|1631096|1642377|203954
1642377,1628976,1629130,1626164,1630552,201587,1629611,1642285,GEN_LEVERAGE,48400,1626164|1628976|1629130|1629611|1630552|1642285|1642377|201587
1630573,1630168,1629130,1629656,1631094,1641731,1642268,203954,GEN_LEVERAGE,50000,1629130|1629656|1630168|1630573|1631094|1641731|1642268|203954
1626220,203954,1630200,1627739,1630598,1631094,1631128,1642268,GEN_LEVERAGE,49900,1626220|1627739|1630200|1630598|1631094|1631128|1642268|203954
1631114,1628976,1641710,1642268,1626220,1642846,1642856,1630168,GEN_LEVERAGE,49700,1626220|1628976|1630168|1631114|1641710|1642268|1642846|1642856
1626162,1628976,1627742,1629630,1642461,1641731,1629004,203954,GEN_LEVERAGE,49900,1626162|1627742|1628976|1629004|1629630|1641731|1642461|203954
1626220,202696,1629652,1628983,201587,1641731,1629630,1629656,GEN_LEVERAGE,49800,1626220|1628983|1629630|1629652|1629656|1641731|201587|202696
1626220,1642259,1629130,1628973,1628970,203501,1630200,1642285,GEN_LEVERAGE,49900,1626220|1628970|1628973|1629130|1630200|1642259|1642285|203501
1626220,1626157,1628960,1628379,1628374,1630573,1629004,1631094,GEN_LEVERAGE,48500,1626157|1626220|1628374|1628379|1628960|1629004|1630573|1631094
1626220,1629651,1642285,1628983,1642275,201587,1641718,1642268,GEN_LEVERAGE,49800,1626220|1628983|1629651|1641718|1642268|1642275|1642285|201587
1630573,203954,1631128,1642268,1631094,1631096,1642856,1642346,GEN_LEVERAGE,50000,1630573|1631094|1631096|1631128|1642268|1642346|1642856|203954
1641731,1628976,1629611,1628971,1631096,203501,1628983,1630168,GEN_LEVERAGE,49900,1628971|1628976|1628983|1629611|1630168|1631096|1641731|203501
1626220,1626157,1629004,1630200,1631096,1642846,1642285,1630168,GEN_LEVERAGE,49300,1626157|1626220|1629004|1630168|1630200|1631096|1642285|1642846
1626162,203954,1629611,1629673,1626220,1628960,1641718,1642285,GEN_LEVERAGE,50000,1626162|1626220|1628960|1629611|1629673|1641718|1642285|203954
1629008,1626157,1627742,1628971,201587,1629638,1629611,1631128,GEN_LEVERAGE,49300,1626157|1627742|1628971|1629008|1629611|1629638|1631128|201587
203501,202696,1627739,1628379,1631096,1642852,1630200,1641718,GEN_LEVERAGE,49800,1627739|1628379|1630200|1631096|1641718|1642852|202696|203501
1626220,202696,1630217,1642266,203501,203932,1642347,203954,GEN_LEVERAGE,49700,1626220|1630217|1642266|1642347|202696|203501|203932|203954
1629628,1630168,1628379,1626164,1626220,1642846,1629656,1631221,GEN_LEVERAGE,48400,1626164|1626220|1628379|1629628|1629656|1630168|1631221|1642846
1642461,1627826,1629611,1628971,1630552,203501,1629630,1628976,GEN_LEVERAGE,50000,1627826|1628971|1628976|1629611|1629630|1630552|1642461|203501
1627759,1628976,1629004,1630200,1626220,203501,1631128,203954,GEN_LEVERAGE,50000,1626220|1627759|1628976|1629004|1630200|1631128|203501|203954
1626220,1629674,1627742,1627739,1631094,1641730,1629630,201587,GEN_LEVERAGE,49900,1626220|1627739|1627742|1629630|1629674|1631094|1641730|201587
1628960,1627826,1629611,1641710,1630567,1641730,1631128,1642852,GEN_LEVERAGE,50000,1627826|1628960|1629611|1630567|1631128|1641710|1641730|1642852
1642846,1626157,1629130,1627739,201587,202331,1630217,1641718,GEN_LEVERAGE,49500,1626157|1627739|1629130|1630217|1641718|1642846|201587|202331
1630573,1629651,1629130,1628973,1626220,1641731,1630700,202695,GEN_LEVERAGE,50000,1626220|1628973|1629130|1629651|1630573|1630700|1641731|202695
1626220,1628976,1629004,1629656,1628970,1631114,1630163,1642285,GEN_LEVERAGE,49600,1626220|1628970|1628976|1629004|1629656|1630163|1631114|1642285
1642461,1626157,1629004,1629656,1628970,1631094,1629652,1628976,GEN_LEVERAGE,49900,1626157|1628970|1628976|1629004|1629652|1629656|1631094|1642461
1626220,1628976,1627742,1642268,1630573,1631094,1628960,1641730,GEN_LEVERAGE,49400,1626220|1627742|1628960|1628976|1630573|1631094|1641730|1642268
1626220,1628976,1626164,1642268,1630567,1641731,1642856,1642275,GEN_LEVERAGE,48200,1626164|1626220|1628976|1630567|1641731|1642268|1642275|1642856
1630533,202696,1629130,1642266,1630552,1631094,1642851,201587,GEN_LEVERAGE,49400,1629130|1630533|1630552|1631094|1642266|1642851|201587|202696
1626220,203954,1626164,1627739,1631096,1631114,1642354,1642849,GEN_LEVERAGE,49900,1626164|1626220|1627739|1631096|1631114|1642354|1642849|203954
1629008,1627826,1642266,1642268,1628970,1631114,1642856,1629674,GEN_LEVERAGE,50000,1627826|1628970|1629008|1629674|1631114|1642266|1642268|1642856
1626220,202696,1630217,1627739,1641730,1642275,1630163,1642285,GEN_LEVERAGE,50000,1626220|1627739|1630163|1630217|1641730|1642275|1642285|202696
1628960,1629651,1627739,1629630,1628970,1630573,1641710,1642268,GEN_LEVERAGE,49500,1627739|1628960|1628970|1629630|1629651|1630573|1641710|1642268
1628960,1627826,1629611,1626164,1628970,1630573,1629630,1628976,GEN_LEVERAGE,50000,1626164|1627826|1628960|1628970|1628976|1629611|1629630|1630573
1630533,1629674,1628379,1626164,1628374,1630552,1629611,1630200,GEN_LEVERAGE,49900,1626164|1628374|1628379|1629611|1629674|1630200|1630533|1630552
1629628,1628976,1629652,1630200,1631096,201587,1642851,203954,GEN_LEVERAGE,49400,1628976|1629628|1629652|1630200|1631096|1642851|201587|203954
1628960,1628976,1629611,1628983,1628415,1641731,1630200,1631128,GEN_LEVERAGE,48500,1628415|1628960|1628976|1628983|1629611|1630200|1631128|1641731
1630573,1626157,1628971,1628983,1631094,1641730,1642266,201587,GEN_LEVERAGE,49600,1626157|1628971|1628983|1630573|1631094|1641730|1642266|201587
1626162,1629651,1629611,1628973,1626220,1628374,1629656,1642285,GEN_LEVERAGE,50000,1626162|1626220|1628374|1628973|1629611|1629651|1629656|1642285
1641731,1626157,1629652,1627739,1641730,203501,1630178,1631128,GEN_LEVERAGE,48500,1626157|1627739|1629652|1630178|1631128|1641730|1641731|203501
1628415,1628976,1631128,1629673,1630567,201587,1630163,1642285,GEN_LEVERAGE,49600,1628415|1628976|1629673|1630163|1630567|1631128|1642285|201587
1641731,1628976,1628971,1628379,1630552,1631094,1629611,1642285,GEN_LEVERAGE,49900,1628379|1628971|1628976|1629611|1630552|1631094|1641731|1642285
1626220,1626157,1629611,1630178,1628970,1641730,1642268,1642383,GEN_LEVERAGE,49800,1626157|1626220|1628970|1629611|1630178|1641730|1642268|1642383
1626220,1626157,1629611,1628971,1628384,1631114,1631128,1641718,GEN_LEVERAGE,50000,1626157|1626220|1628384|1628971|1629611|1631114|1631128|1641718
1641731,1628976,1627739,1628983,1626220,1642461,1630163,1642266,GEN_LEVERAGE,48400,1626220|1627739|1628976|1628983|1630163|1641731|1642266|1642461
1630533,1626157,1629004,1628401,1630573,1641730,1641710,203954,GEN_LEVERAGE,50000,1626157|1628401|1629004|1630533|1630573|1641710|1641730|203954
1628969,1628976,1626164,1630178,1641730,1642852,1642354,1642849,GEN_LEVERAGE,49800,1626164|1628969|1628976|1630178|1641730|1642354|1642849|1642852
1642846,1628976,1630200,1630178,1641730,203501,1642383,1630168,GEN_LEVERAGE,48500,1628976|1630168|1630178|1630200|1641730|1642383|1642846|203501
1629638,1628976,1641710,1628971,203932,1641731,1642849,203954,GEN_LEVERAGE,50000,1628971|1628976|1629638|1641710|1641731|1642849|203932|203954
1628415,1626157,1628401,1627739,201587,1629628,1629611,1641718,GEN_LEVERAGE,50000,1626157|1627739|1628401|1628415|1629611|1629628|1641718|201587
1629008,1628976,1641710,1628971,1626220,1628374,1642383,1642846,GEN_LEVERAGE,49900,1626220|1628374|1628971|1628976|1629008|1641710|1642383|1642846
1626220,1630168,1628379,1627750,1631096,1642846,1631128,1642852,GEN_LEVERAGE,49900,1626220|1627750|1628379|1630168|1631096|1631128|1642846|1642852
1626220,1628976,1627742,1627739,1630598,1631096,1630200,1641718,GEN_LEVERAGE,49900,1626220|1627739|1627742|1628976|1630200|1630598|1631096|1641718
1630573,203954,1628971,1628379,1631096,1642846,1628983,1631128,GEN_LEVERAGE,49700,1628379|1628971|1628983|1630573|1631096|1631128|1642846|203954
1629008,202696,1628379,1628971,203501,203932,1629656,1630202,GEN_LEVERAGE,49500,1628379|1628971|1629008|1629656|1630202|202696|203501|203932
1629008,1627826,1629004,1628379,1631094,201587,1642285,1630168,GEN_LEVERAGE,49700,1627826|1628379|1629004|1629008|1630168|1631094|1642285|201587
1630573,1626157,1628971,1630178,201587,1642377,1641710,1628976,GEN_LEVERAGE,49500,1626157|1628971|1628976|1630178|1630573|1641710|1642377|201587
1626220,203937,1628960,1627739,1628970,1630552,1628971,1631114,GEN_LEVERAGE,49700,1626220|1627739|1628960|1628970|1628971|1630552|1631114|203937
1630533,1629651,1628971,1627739,1628374,1631094,1642285,1642846,GEN_LEVERAGE,49600,1627739|1628374|1628971|1629651|1630533|1631094|1642285|1642846
1626220,1626157,1629673,1628983,201587,1628969,1631128,1642849,GEN_LEVERAGE,48500,1626157|1626220|1628969|1628983|1629673|1631128|1642849|201587
1628960,1630168,1628971,1628379,1630552,1630567,1642849,1642852,GEN_LEVERAGE,50000,1628379|1628960|1628971|1630168|1630552|1630567|1642849|1642852
1628960,1629674,1628971,1628983,1642346,202331,1629630,1630200,GEN_LEVERAGE,49900,1628960|1628971|1628983|1629630|1629674|1630200|1642346|202331
1626220,202696,1628379,1627739,1631094,1631096,1631128,1641731,GEN_LEVERAGE,49300,1626220|1627739|1628379|1631094|1631096|1631128|1641731|202696
1626220,1628976,1627742,1629656,1630573,1631094,1630202,1631128,GEN_LEVERAGE,49900,1626220|1627742|1628976|1629656|1630202|1630573|1631094|1631128
1626220,1628976,1629611,1628983,1630567,1630573,1629673,1642285,GEN_LEVERAGE,49700,1626220|1628976|1628983|1629611|1629673|1630567|1630573|1642285
1629638,1629651,1630530,1629673,1630573,1631094,1631128,1642856,GEN_LEVERAGE,50000,1629638|1629651|1629673|1630530|1630573|1631094|1631128|1642856
1626220,1642259,1629004,1628983,1628374,1630573,1629630,1642354,GEN_LEVERAGE,50000,1626220|1628374|1628983|1629004|1629630|1630573|1642259|1642354
1631114,1629674,1629130,1630200,1628384,1628970,1630217,1631128,GEN_LEVERAGE,49900,1628384|1628970|1629130|1629674|1630200|1630217|1631114|1631128
1626220,1628976,1626164,1628379,201587,1629008,1629656,1641718,GEN_LEVERAGE,49800,1626164|1626220|1628379|1628976|1629008|1629656|1641718|201587
1626220,1628976,1631128,1629656,1628970,1629008,1642285,1642856,GEN_LEVERAGE,49800,1626220|1628970|1628976|1629008|1629656|1631128|1642285|1642856
1629008,1628976,1642851,1642266,1631094,1642275,1642268,1642852,GEN_LEVERAGE,49900,1628976|1629008|1631094|1642266|1642268|1642275|1642851|1642852
1628960,1626157,1631128,1630200,1628970,201587,1641718,1642266,GEN_LEVERAGE,48300,1626157|1628960|1628970|1630200|1631128|1641718|1642266|201587
1629008,1630168,1629004,1629630,1628970,1642275,1641718,1642849,GEN_LEVERAGE,50000,1628970|1629004|1629008|1629630|1630168|1641718|1642275|1642849
1626220,202696,1629611,1641718,1641730,1642461,1631128,1642285,GEN_LEVERAGE,47500,1626220|1629611|1631128|1641718|1641730|1642285|1642461|202696
1629008,1628976,1629611,1642856,1626220,1631094,1631128,1642846,GEN_LEVERAGE,49200,1626220|1628976|1629008|1629611|1631094|1631128|1642846|1642856
1626220,203954,1629652,1628973,1630573,1642275,1630530,1641710,GEN_LEVERAGE,50000,1626220|1628973|1629652|1630530|1630573|1641710|1642275|203954
1627759,202696,1629611,1629673,1630573,1628960,1630178,1642849,GEN_LEVERAGE,49900,1627759|1628960|1629611|1629673|1630178|1630573|1642849|202696
1641731,1629651,1629673,1641718,1628970,201587,1642347,203954,GEN_LEVERAGE,49700,1628970|1629651|1629673|1641718|1641731|1642347|201587|203954
1631114,1626157,1627742,1627739,1628970,203501,1628971,1629652,GEN_LEVERAGE,50000,1626157|1627739|1627742|1628970|1628971|1629652|1631114|203501
1626162,1626157,1631128,1628983,1626220,201587,1642268,1628976,GEN_LEVERAGE,50000,1626157|1626162|1626220|1628976|1628983|1631128|1642268|201587
1630573,1629674,1642285,1629630,201587,1641731,1630178,1641718,GEN_LEVERAGE,50000,1629630|1629674|1630178|1630573|1641718|1641731|1642285|201587
1631114,1627826,1629130,1627739,1628374,1631094,1631128,1641765,GEN_LEVERAGE,49800,1627739|1627826|1628374|1629130|1631094|1631114|1631128|1641765
1627759,1630168,1628960,1628973,1641730,1641731,1629004,1629611,GEN_LEVERAGE,50000,1627759|1628960|1628973|1629004|1629611|1630168|1641730|1641731
1629638,1629651,1629673,1627739,1630533,1630598,1630178,1641710,GEN_LEVERAGE,49300,1627739|1629638|1629651|1629673|1630178|1630533|1630598|1641710
1626220,1629651,1629004,1629656,1628970,1629008,1642266,203954,GEN_LEVERAGE,49400,1626220|1628970|1629004|1629008|1629651|1629656|1642266|203954
1628415,203954,1629004,1628379,1628970,1630567,1630200,1642856,GEN_LEVERAGE,49800,1628379|1628415|1628970|1629004|1630200|1630567|1642856|203954
1626162,203954,1629004,1628971,201587,202331,1628983,1630200,GEN_LEVERAGE,49700,1626162|1628971|1628983|1629004|1630200|201587|202331|203954
1629628,1630168,1630200,1629656,1641730,1641731,1631128,203954,GEN_LEVERAGE,50000,1629628|1629656|1630168|1630200|1631128|1641730|1641731|203954
1626220,1626157,1628971,1626164,1628970,1630598,1629656,1642285,GEN_LEVERAGE,50000,1626157|1626164|1626220|1628970|1628971|1629656|1630598|1642285
1630533,1629674,1631128,1628983,1631096,201587,1630202,1642268,GEN_LEVERAGE,48500,1628983|1629674|1630202|1630533|1631096|1631128|1642268|201587
1628960,1629674,1629611,1628973,1631096,1642346,1629630,1630700,GEN_LEVERAGE,49500,1628960|1628973|1629611|1629630|1629674|1630700|1631096|1642346
1626220,1628976,1631128,1627739,1630552,1631114,1642285,1642347,GEN_LEVERAGE,49800,1626220|1627739|1628976|1630552|1631114|1631128|1642285|1642347
1626220,1626157,1630200,1628379,1628970,1642461,1631128,203954,GEN_LEVERAGE,49900,1626157|1626220|1628379|1628970|1630200|1631128|1642461|203954
1629628,1629651,1629130,1626164,1628970,1642275,1629630,1630200,GEN_LEVERAGE,49800,1626164|1628970|1629130|1629628|1629630|1629651|1630200|1642275
1626220,1628976,1629611,1628379,1630552,1642461,1628983,1642846,GEN_LEVERAGE,50000,1626220|1628379|1628976|1628983|1629611|1630552|1642461|1642846
1630573,1628976,1629673,1627750,1641730,1642377,1641710,1642285,GEN_LEVERAGE,50000,1627750|1628976|1629673|1630573|1641710|1641730|1642285|1642377
1631114,1629651,1628379,1630193,1631094,1641730,1630200,1629674,GEN_LEVERAGE,50000,1628379|1629651|1629674|1630193|1630200|1631094|1631114|1641730
1630598,1630168,1629652,1630163,1641730,1631114,1630200,1642851,GEN_LEVERAGE,48500,1629652|1630163|1630168|1630200|1630598|1631114|1641730|1642851
1626220,203954,1629611,1630200,1641730,1642846,1641718,1642285,GEN_LEVERAGE,49700,1626220|1629611|1630200|1641718|1641730|1642285|1642846|203954
